Project > Number,Project > Name,Project > Actual Start Date,Project > Projected Finish Date,Project > APM,Company (Vendor) > Name,Company Project Insurance > Expiration Date,Company Project Insurance > Insurance Type,Company Project Insurance > Policy Number
26-016-G,BJ's-Remodel-Middle Village,5/26/2026,4/3/2027,Abad Raymond,LAND SHAPES CONTRACTING INC.,5/9/2027,General Liability,8044723499
26-016-G,BJ's-Remodel-Middle Village,5/26/2026,4/3/2027,Abad Raymond,FB RUGS INC.,,Umbrella/Excess,
26-016-G,BJ's-Remodel-Middle Village,5/26/2026,4/3/2027,Abad Raymond,LAND SHAPES CONTRACTING INC.,5/9/2027,Automobile Liability,CAPl084217
26-016-G,BJ's-Remodel-Middle Village,5/26/2026,4/3/2027,Abad Raymond,FB RUGS INC.,,Automobile Liability,
26-016-G,BJ's-Remodel-Middle Village,5/26/2026,4/3/2027,Abad Raymond,"FLUSHING IRON WELD, INC.",,General Liability,
26-016-G,BJ's-Remodel-Middle Village,5/26/2026,4/3/2027,Abad Raymond,LAND SHAPES CONTRACTING INC.,5/9/2027,Umbrella/Excess,8044723504
26-016-G,BJ's-Remodel-Middle Village,5/26/2026,4/3/2027,Abad Raymond,FB RUGS INC.,,Workers Compensation,
26-016-G,BJ's-Remodel-Middle Village,5/26/2026,4/3/2027,Abad Raymond,"FLUSHING IRON WELD, INC.",,Umbrella/Excess,
26-016-G,BJ's-Remodel-Middle Village,5/26/2026,4/3/2027,Abad Raymond,"FLUSHING IRON WELD, INC.",,Automobile Liability,
26-016-G,BJ's-Remodel-Middle Village,5/26/2026,4/3/2027,Abad Raymond,LAND SHAPES CONTRACTING INC.,4/1/2027,Workers Compensation,Z2438243-4 - NYSIF
26-016-G,BJ's-Remodel-Middle Village,5/26/2026,4/3/2027,Abad Raymond,"JERSEY TILE, LLC.",,,
26-016-G,BJ's-Remodel-Middle Village,5/26/2026,4/3/2027,Abad Raymond,"FLUSHING IRON WELD, INC.",,Workers Compensation,
26-016-G,BJ's-Remodel-Middle Village,5/26/2026,4/3/2027,Abad Raymond,KELLY GROUP INC,,,
26-016-G,BJ's-Remodel-Middle Village,5/26/2026,4/3/2027,Abad Raymond,PATRIOT ELECTRIC CORP.,9/30/2026,General Liability,PSl2500786
26-016-G,BJ's-Remodel-Middle Village,5/26/2026,4/3/2027,Abad Raymond,MILES FENCE COMPANY,,,
26-016-G,BJ's-Remodel-Middle Village,5/26/2026,4/3/2027,Abad Raymond,B&T PLUMBING AND HEATING INC.,,,
26-016-G,BJ's-Remodel-Middle Village,5/26/2026,4/3/2027,Abad Raymond,PATRIOT ELECTRIC CORP.,9/30/2026,Umbrella/Excess,BCS 8800855-10
26-016-G,BJ's-Remodel-Middle Village,5/26/2026,4/3/2027,Abad Raymond,PATRIOT ELECTRIC CORP.,9/30/2026,Automobile Liability,5384246
26-016-G,BJ's-Remodel-Middle Village,5/26/2026,4/3/2027,Abad Raymond,LRC DEVELOPMENT CORPORATION,,Workers Compensation,
26-016-G,BJ's-Remodel-Middle Village,5/26/2026,4/3/2027,Abad Raymond,PATRIOT ELECTRIC CORP.,9/30/2026,Umbrella/Excess,RK25EXCZD6FBPlV
26-016-G,BJ's-Remodel-Middle Village,5/26/2026,4/3/2027,Abad Raymond,PATRIOT ELECTRIC CORP.,4/1/2027,Workers Compensation,Z2523 635-7 - NYSIF
26-016-G,BJ's-Remodel-Middle Village,5/26/2026,4/3/2027,Abad Raymond,LRC DEVELOPMENT CORPORATION,,General Liability,
26-016-G,BJ's-Remodel-Middle Village,5/26/2026,4/3/2027,Abad Raymond,WC FINISHER CORP,12/24/2026,Umbrella/Excess,MXLO445093
26-016-G,BJ's-Remodel-Middle Village,5/26/2026,4/3/2027,Abad Raymond,WC FINISHER CORP,12/24/2026,General Liability,MP0082001011157
26-016-G,BJ's-Remodel-Middle Village,5/26/2026,4/3/2027,Abad Raymond,LRC DEVELOPMENT CORPORATION,,Automobile Liability,
26-016-G,BJ's-Remodel-Middle Village,5/26/2026,4/3/2027,Abad Raymond,WC FINISHER CORP,6/15/2026,Workers Compensation,KWC1400520
26-016-G,BJ's-Remodel-Middle Village,5/26/2026,4/3/2027,Abad Raymond,WC FINISHER CORP,11/5/2026,Automobile Liability,CAR3100000368-3
26-016-G,BJ's-Remodel-Middle Village,5/26/2026,4/3/2027,Abad Raymond,LRC DEVELOPMENT CORPORATION,,Umbrella/Excess,
26-016-G,BJ's-Remodel-Middle Village,5/26/2026,4/3/2027,Abad Raymond,BLUEWATER PLUMBING & HEATING,10/19/2026,Automobile Liability,5479846
26-016-G,BJ's-Remodel-Middle Village,5/26/2026,4/3/2027,Abad Raymond,BLUEWATER PLUMBING & HEATING,10/19/2026,General Liability,5479845
26-016-G,BJ's-Remodel-Middle Village,5/26/2026,4/3/2027,Abad Raymond,"BROADWAY MECHANICAL, LLC",12/30/2026,General Liability,MP013100310013601
26-016-G,BJ's-Remodel-Middle Village,5/26/2026,4/3/2027,Abad Raymond,BLUEWATER PLUMBING & HEATING,11/1/2026,Workers Compensation,Z1462694-9 -NYSIF
26-016-G,BJ's-Remodel-Middle Village,5/26/2026,4/3/2027,Abad Raymond,BLUEWATER PLUMBING & HEATING,10/19/2026,Umbrella/Excess,CRF10000136-00
26-016-G,BJ's-Remodel-Middle Village,5/26/2026,4/3/2027,Abad Raymond,"BROADWAY MECHANICAL, LLC",3/10/2027,Automobile Liability,870937402
26-016-G,BJ's-Remodel-Middle Village,5/26/2026,4/3/2027,Abad Raymond,C&L ALUMINUM & GLASS,8/25/2026,Automobile Liability,CAPl087099
26-016-G,BJ's-Remodel-Middle Village,5/26/2026,4/3/2027,Abad Raymond,C&L ALUMINUM & GLASS,8/25/2026,General Liability,CTRl015611
26-016-G,BJ's-Remodel-Middle Village,5/26/2026,4/3/2027,Abad Raymond,"BROADWAY MECHANICAL, LLC",12/30/2026,Umbrella/Excess,MX0131003031119
26-017-G,"Jack & Jones- Lake Grove, NY",5/25/2026,8/18/2026,Santiago Mark,COMPETITION IRON WORKS INC.,,Workers Compensation,
26-017-G,"Jack & Jones- Lake Grove, NY",5/25/2026,8/18/2026,Santiago Mark,COMPETITION IRON WORKS INC.,,Umbrella/Excess,
26-017-G,"Jack & Jones- Lake Grove, NY",5/25/2026,8/18/2026,Santiago Mark,BK TILE & STONE INC,,General Liability,
26-017-G,"Jack & Jones- Lake Grove, NY",5/25/2026,8/18/2026,Santiago Mark,COMPETITION IRON WORKS INC.,,Automobile Liability,
26-017-G,"Jack & Jones- Lake Grove, NY",5/25/2026,8/18/2026,Santiago Mark,BK TILE & STONE INC,,Umbrella/Excess,
26-017-G,"Jack & Jones- Lake Grove, NY",5/25/2026,8/18/2026,Santiago Mark,BK TILE & STONE INC,,Automobile Liability,
26-017-G,"Jack & Jones- Lake Grove, NY",5/25/2026,8/18/2026,Santiago Mark,BK TILE & STONE INC,,Workers Compensation,
26-017-G,"Jack & Jones- Lake Grove, NY",5/25/2026,8/18/2026,Santiago Mark,"ACTION STORE FRONTS, INC.",,Automobile Liability,
26-017-G,"Jack & Jones- Lake Grove, NY",5/25/2026,8/18/2026,Santiago Mark,"ACTION STORE FRONTS, INC.",,General Liability,
26-017-G,"Jack & Jones- Lake Grove, NY",5/25/2026,8/18/2026,Santiago Mark,ELITE INTERIOR CONTRACTING,3/5/2027,General Liability,P-001-000093004-08
26-017-G,"Jack & Jones- Lake Grove, NY",5/25/2026,8/18/2026,Santiago Mark,"ACTION STORE FRONTS, INC.",,Workers Compensation,
26-017-G,"Jack & Jones- Lake Grove, NY",5/25/2026,8/18/2026,Santiago Mark,ELITE INTERIOR CONTRACTING,1/28/2027,Automobile Liability,BA636808#8
26-017-G,"Jack & Jones- Lake Grove, NY",5/25/2026,8/18/2026,Santiago Mark,"ACTION STORE FRONTS, INC.",,Umbrella/Excess,
26-017-G,"Jack & Jones- Lake Grove, NY",5/25/2026,8/18/2026,Santiago Mark,GMA MECHANICAL CORP.,3/16/2027,General Liability,TRP200004
26-017-G,"Jack & Jones- Lake Grove, NY",5/25/2026,8/18/2026,Santiago Mark,ELITE INTERIOR CONTRACTING,1/1/2027,Workers Compensation,Q 2269031-7
26-017-G,"Jack & Jones- Lake Grove, NY",5/25/2026,8/18/2026,Santiago Mark,GMA MECHANICAL CORP.,3/16/2027,Automobile Liability,5566048
26-017-G,"Jack & Jones- Lake Grove, NY",5/25/2026,8/18/2026,Santiago Mark,ELITE INTERIOR CONTRACTING,3/5/2027,Umbrella/Excess,RXLO806295
26-017-G,"Jack & Jones- Lake Grove, NY",5/25/2026,8/18/2026,Santiago Mark,JOHNSON CONTROLS,,General Liability,
26-017-G,"Jack & Jones- Lake Grove, NY",5/25/2026,8/18/2026,Santiago Mark,GMA MECHANICAL CORP.,3/16/2027,Workers Compensation,WWC3852165
26-017-G,"Jack & Jones- Lake Grove, NY",5/25/2026,8/18/2026,Santiago Mark,JOHNSON CONTROLS,,Automobile Liability,
26-017-G,"Jack & Jones- Lake Grove, NY",5/25/2026,8/18/2026,Santiago Mark,GMA MECHANICAL CORP.,3/16/2027,Umbrella/Excess,MXLO445469
26-017-G,"Jack & Jones- Lake Grove, NY",5/25/2026,8/18/2026,Santiago Mark,LAKEVILLE-PACE MECHANICAL INC.,,General Liability,
26-017-G,"Jack & Jones- Lake Grove, NY",5/25/2026,8/18/2026,Santiago Mark,JOHNSON CONTROLS,,Workers Compensation,
26-017-G,"Jack & Jones- Lake Grove, NY",5/25/2026,8/18/2026,Santiago Mark,LAKEVILLE-PACE MECHANICAL INC.,,Automobile Liability,
26-017-G,"Jack & Jones- Lake Grove, NY",5/25/2026,8/18/2026,Santiago Mark,JOHNSON CONTROLS,,Umbrella/Excess,
26-017-G,"Jack & Jones- Lake Grove, NY",5/25/2026,8/18/2026,Santiago Mark,SOL RUBIN PAINTING,,,
26-017-G,"Jack & Jones- Lake Grove, NY",5/25/2026,8/18/2026,Santiago Mark,LAKEVILLE-PACE MECHANICAL INC.,,Workers Compensation,
26-017-G,"Jack & Jones- Lake Grove, NY",5/25/2026,8/18/2026,Santiago Mark,"CDJ ELECTRIC, INC.",,General Liability,
26-017-G,"Jack & Jones- Lake Grove, NY",5/25/2026,8/18/2026,Santiago Mark,LAKEVILLE-PACE MECHANICAL INC.,,Umbrella/Excess,
26-017-G,"Jack & Jones- Lake Grove, NY",5/25/2026,8/18/2026,Santiago Mark,"CDJ ELECTRIC, INC.",,Workers Compensation,
26-017-G,"Jack & Jones- Lake Grove, NY",5/25/2026,8/18/2026,Santiago Mark,"CDJ ELECTRIC, INC.",,Umbrella/Excess,
26-017-G,"Jack & Jones- Lake Grove, NY",5/25/2026,8/18/2026,Santiago Mark,A. YORK CLEANING COMPANY INC.,5/22/2027,General Liability,46 SBM BS6SL8
26-017-G,"Jack & Jones- Lake Grove, NY",5/25/2026,8/18/2026,Santiago Mark,"CDJ ELECTRIC, INC.",,Automobile Liability,
26-017-G,"Jack & Jones- Lake Grove, NY",5/25/2026,8/18/2026,Santiago Mark,A. YORK CLEANING COMPANY INC.,3/1/2027,Workers Compensation,WWC3768730
26-017-G,"Jack & Jones- Lake Grove, NY",5/25/2026,8/18/2026,Santiago Mark,A. YORK CLEANING COMPANY INC.,5/22/2027,Automobile Liability,46 SBM BS6SL8
26-017-G,"Jack & Jones- Lake Grove, NY",5/25/2026,8/18/2026,Santiago Mark,VANGUARD FIRE SUPPRESSION,,General Liability,
26-017-G,"Jack & Jones- Lake Grove, NY",5/25/2026,8/18/2026,Santiago Mark,A. YORK CLEANING COMPANY INC.,5/22/2027,Umbrella/Excess,46 SBM BS6SL8
26-017-G,"Jack & Jones- Lake Grove, NY",5/25/2026,8/18/2026,Santiago Mark,VANGUARD FIRE SUPPRESSION,,Workers Compensation,
26-017-G,"Jack & Jones- Lake Grove, NY",5/25/2026,8/18/2026,Santiago Mark,VANGUARD FIRE SUPPRESSION,,Umbrella/Excess,
26-017-G,"Jack & Jones- Lake Grove, NY",5/25/2026,8/18/2026,Santiago Mark,"OKANE ENTERPRISES OF NJ, INC",,General Liability,
26-017-G,"Jack & Jones- Lake Grove, NY",5/25/2026,8/18/2026,Santiago Mark,VANGUARD FIRE SUPPRESSION,,Automobile Liability,
26-017-G,"Jack & Jones- Lake Grove, NY",5/25/2026,8/18/2026,Santiago Mark,"OKANE ENTERPRISES OF NJ, INC",,Workers Compensation,
26-017-G,"Jack & Jones- Lake Grove, NY",5/25/2026,8/18/2026,Santiago Mark,"OKANE ENTERPRISES OF NJ, INC",,Umbrella/Excess,
26-017-G,"Jack & Jones- Lake Grove, NY",5/25/2026,8/18/2026,Santiago Mark,COMPETITION IRON WORKS INC.,,General Liability,
26-017-G,"Jack & Jones- Lake Grove, NY",5/25/2026,8/18/2026,Santiago Mark,"OKANE ENTERPRISES OF NJ, INC",,Automobile Liability,
26-019-G,"S&S#825 Tier 3-Wycoff, NJ",5/26/2026,7/19/2026,"Yoon Susan, Stewart Brian","JERSEY TILE, LLC.",,,
26-019-G,"S&S#825 Tier 3-Wycoff, NJ",5/26/2026,7/19/2026,"Yoon Susan, Stewart Brian","ME SABOSIK ASSOCIATES, INC.",,,
26-019-G,"S&S#825 Tier 3-Wycoff, NJ",5/26/2026,7/19/2026,"Yoon Susan, Stewart Brian",MIKES PAINTING SERVICES,,,
26-019-G,"S&S#825 Tier 3-Wycoff, NJ",5/26/2026,7/19/2026,"Yoon Susan, Stewart Brian","POLTECH WALL SURFACING, INC.",,,
26-019-G,"S&S#825 Tier 3-Wycoff, NJ",5/26/2026,7/19/2026,"Yoon Susan, Stewart Brian",PRECISE PLUMBING INC.,,,
26-019-G,"S&S#825 Tier 3-Wycoff, NJ",5/26/2026,7/19/2026,"Yoon Susan, Stewart Brian",POWERTECH ELECTRICAL,,,
26-021-G,Brixmor-Demising Wall-Yonkers,5/26/2026,5/29/2026,Santiago Mark,DRYWALL & ACOUSTICS OF,,Workers Compensation,
26-021-G,Brixmor-Demising Wall-Yonkers,5/26/2026,5/29/2026,Santiago Mark,MACKENZIE PAINTING COMPANY,10/1/2026,Umbrella/Excess,GXL0000370 06
26-021-G,Brixmor-Demising Wall-Yonkers,5/26/2026,5/29/2026,Santiago Mark,DRYWALL & ACOUSTICS OF,,Umbrella/Excess,
26-021-G,Brixmor-Demising Wall-Yonkers,5/26/2026,5/29/2026,Santiago Mark,MACKENZIE PAINTING COMPANY,10/1/2026,Automobile Liability,ZACAT9273505
26-021-G,Brixmor-Demising Wall-Yonkers,5/26/2026,5/29/2026,Santiago Mark,MACKENZIE PAINTING COMPANY,10/1/2026,Workers Compensation,ZAWCl9962905
26-021-G,Brixmor-Demising Wall-Yonkers,5/26/2026,5/29/2026,Santiago Mark,MACKENZIE PAINTING COMPANY,10/1/2026,General Liability,ZAGLB9245405
26-021-G,Brixmor-Demising Wall-Yonkers,5/26/2026,5/29/2026,Santiago Mark,DRYWALL & ACOUSTICS OF,,Automobile Liability,
26-021-G,Brixmor-Demising Wall-Yonkers,5/26/2026,5/29/2026,Santiago Mark,DRYWALL & ACOUSTICS OF,,General Liability,
